dataset,pipeline,architecture,condition,n_seeds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,cohen_kappa_mean,cohen_kappa_std,mcc_mean,mcc_std,ece_mean,ece_std,log_loss_mean,log_loss_std,mean_confidence_mean,mean_confidence_std,std_confidence_mean,std_confidence_std,mean_entropy_mean,mean_entropy_std,std_entropy_mean,std_entropy_std
home_occupation_data,rolling_variance,Conv1D,BN+Whiten,1,0.843,0.0,0.843,0.0,0.8339,0.0,0.8339,0.0,0.8918,0.0,0.843,0.0,0.8918,0.0,0.843,0.0,0.7645,0.0,0.7938,0.0,0.1436,0.0,1.3707,0.0,0.9857,0.0,0.0622,0.0,0.0367,0.0,0.125,0.0
home_occupation_data,rolling_variance,Conv1D,CORAL,1,0.8684,0.0,0.8684,0.0,0.8633,0.0,0.8633,0.0,0.9028,0.0,0.8684,0.0,0.9028,0.0,0.8684,0.0,0.8026,0.0,0.823,0.0,0.1179,0.0,0.8086,0.0,0.9864,0.0,0.0577,0.0,0.0369,0.0,0.1197,0.0
home_occupation_data,rolling_variance,Conv1D,FS20perclass,1,0.9686,0.0,0.9686,0.0,0.9685,0.0,0.9685,0.0,0.9688,0.0,0.9686,0.0,0.9688,0.0,0.9686,0.0,0.9529,0.0,0.9531,0.0,0.0092,0.0,0.1066,0.0,0.9639,0.0,0.0893,0.0,0.0983,0.0,0.1964,0.0
home_occupation_data,rolling_variance,Conv1D,noBN,1,0.9639,0.0,0.9639,0.0,0.9637,0.0,0.9637,0.0,0.9661,0.0,0.9639,0.0,0.9661,0.0,0.9639,0.0,0.9459,0.0,0.9472,0.0,0.0205,0.0,0.1162,0.0,0.9819,0.0,0.0707,0.0,0.0464,0.0,0.1403,0.0
home_occupation_data,rolling_variance,MLP,BN,1,0.9953,0.0,0.9953,0.0,0.9953,0.0,0.9953,0.0,0.9953,0.0,0.9953,0.0,0.9953,0.0,0.9953,0.0,0.993,0.0,0.993,0.0,0.0029,0.0,0.0374,0.0,0.9959,0.0,0.0219,0.0,0.0159,0.0,0.0568,0.0
home_occupation_data,rolling_variance,MLP,BN+Whiten,1,0.9813,0.0,0.9813,0.0,0.9813,0.0,0.9813,0.0,0.9817,0.0,0.9813,0.0,0.9817,0.0,0.9813,0.0,0.9719,0.0,0.9722,0.0,0.0074,0.0,0.0706,0.0,0.9744,0.0,0.0784,0.0,0.0662,0.0,0.1556,0.0
home_occupation_data,rolling_variance,MLP,CORAL,1,0.9339,0.0,0.9339,0.0,0.9332,0.0,0.9332,0.0,0.9432,0.0,0.9339,0.0,0.9432,0.0,0.9339,0.0,0.9008,0.0,0.906,0.0,0.0309,0.0,0.1307,0.0,0.9641,0.0,0.1002,0.0,0.0802,0.0,0.1853,0.0
home_occupation_data,rolling_variance,MLP,FS20perclass,1,0.9486,0.0,0.9486,0.0,0.9484,0.0,0.9484,0.0,0.9546,0.0,0.9486,0.0,0.9546,0.0,0.9486,0.0,0.9228,0.0,0.926,0.0,0.0337,0.0,0.252,0.0,0.9812,0.0,0.0641,0.0,0.0516,0.0,0.1337,0.0
home_occupation_data,rolling_variance,MLP,noBN,1,0.9659,0.0,0.9659,0.0,0.9659,0.0,0.9659,0.0,0.9677,0.0,0.9659,0.0,0.9677,0.0,0.9659,0.0,0.9489,0.0,0.9499,0.0,0.0208,0.0,0.1111,0.0,0.9867,0.0,0.0545,0.0,0.0382,0.0,0.1214,0.0
home_occupation_data,rolling_variance,ResMLP,BN,1,0.99,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.985,0.0,0.985,0.0,0.011,0.0,0.0598,0.0,0.9834,0.0,0.0593,0.0,0.0469,0.0,0.135,0.0
home_occupation_data,rolling_variance,ResMLP,BN+Whiten,1,0.9646,0.0,0.9646,0.0,0.9646,0.0,0.9646,0.0,0.9673,0.0,0.9646,0.0,0.9673,0.0,0.9646,0.0,0.9469,0.0,0.9483,0.0,0.013,0.0,0.1017,0.0,0.9775,0.0,0.0802,0.0,0.0503,0.0,0.1491,0.0
home_occupation_data,rolling_variance,ResMLP,CORAL,1,0.9906,0.0,0.9906,0.0,0.9907,0.0,0.9907,0.0,0.9907,0.0,0.9906,0.0,0.9907,0.0,0.9906,0.0,0.986,0.0,0.986,0.0,0.0067,0.0,0.0426,0.0,0.9866,0.0,0.0428,0.0,0.0489,0.0,0.0972,0.0
home_occupation_data,rolling_variance,ResMLP,FS20perclass,1,0.9713,0.0,0.9713,0.0,0.9714,0.0,0.9714,0.0,0.9716,0.0,0.9713,0.0,0.9716,0.0,0.9713,0.0,0.9569,0.0,0.957,0.0,0.0181,0.0,0.1365,0.0,0.9887,0.0,0.0554,0.0,0.0285,0.0,0.1097,0.0
home_occupation_data,rolling_variance,ResMLP,noBN,1,0.9866,0.0,0.9866,0.0,0.9866,0.0,0.9866,0.0,0.9867,0.0,0.9866,0.0,0.9867,0.0,0.9866,0.0,0.98,0.0,0.98,0.0,0.006,0.0,0.0582,0.0,0.989,0.0,0.0499,0.0,0.0359,0.0,0.0983,0.0
office_har_data,rolling_variance,CNN_LSTM,BN,1,0.733,0.0,0.6728,0.0,0.6811,0.0,0.6165,0.0,0.6731,0.0,0.733,0.0,0.6027,0.0,0.6728,0.0,0.6338,0.0,0.6779,0.0,0.2404,0.0,3.6987,0.0,0.9508,0.0,0.0984,0.0,0.1417,0.0,0.2245,0.0
office_har_data,rolling_variance,CNN_LSTM,BN+Whiten,1,0.7229,0.0,0.6601,0.0,0.6714,0.0,0.6064,0.0,0.6632,0.0,0.7229,0.0,0.5954,0.0,0.6601,0.0,0.619,0.0,0.662,0.0,0.2339,0.0,4.3206,0.0,0.9539,0.0,0.1103,0.0,0.1196,0.0,0.2325,0.0
office_har_data,rolling_variance,CNN_LSTM,CORAL,1,0.733,0.0,0.6728,0.0,0.6953,0.0,0.6287,0.0,0.7029,0.0,0.733,0.0,0.6276,0.0,0.6728,0.0,0.636,0.0,0.6701,0.0,0.2147,0.0,3.5991,0.0,0.9469,0.0,0.1291,0.0,0.1214,0.0,0.2396,0.0
office_har_data,rolling_variance,CNN_LSTM,FS20perclass,1,0.8866,0.0,0.8906,0.0,0.887,0.0,0.8853,0.0,0.8917,0.0,0.8866,0.0,0.8848,0.0,0.8906,0.0,0.8472,0.0,0.8484,0.0,0.0958,0.0,1.9005,0.0,0.9805,0.0,0.0657,0.0,0.0561,0.0,0.1477,0.0
office_har_data,rolling_variance,CNN_LSTM,noBN,1,0.927,0.0,0.934,0.0,0.9287,0.0,0.9231,0.0,0.937,0.0,0.927,0.0,0.92,0.0,0.934,0.0,0.902,0.0,0.9042,0.0,0.0559,0.0,0.727,0.0,0.9746,0.0,0.0771,0.0,0.0733,0.0,0.1619,0.0
office_har_data,rolling_variance,Conv1D,BN,1,0.7632,0.0,0.699,0.0,0.7196,0.0,0.651,0.0,0.7061,0.0,0.7632,0.0,0.6321,0.0,0.699,0.0,0.6766,0.0,0.7015,0.0,0.2239,0.0,2.2639,0.0,0.9736,0.0,0.0779,0.0,0.0827,0.0,0.1842,0.0
office_har_data,rolling_variance,Conv1D,BN+Whiten,1,0.7103,0.0,0.6541,0.0,0.6759,0.0,0.6122,0.0,0.6939,0.0,0.7103,0.0,0.6195,0.0,0.6541,0.0,0.6058,0.0,0.6424,0.0,0.2534,0.0,3.1485,0.0,0.9637,0.0,0.1041,0.0,0.0918,0.0,0.2131,0.0
office_har_data,rolling_variance,Conv1D,CORAL,1,0.7506,0.0,0.6848,0.0,0.7068,0.0,0.6397,0.0,0.688,0.0,0.7506,0.0,0.6192,0.0,0.6848,0.0,0.6584,0.0,0.6802,0.0,0.2271,0.0,2.418,0.0,0.9696,0.0,0.0853,0.0,0.088,0.0,0.189,0.0
office_har_data,rolling_variance,Conv1D,FS20perclass,1,0.8841,0.0,0.8802,0.0,0.8853,0.0,0.8761,0.0,0.8941,0.0,0.8841,0.0,0.8791,0.0,0.8802,0.0,0.8439,0.0,0.8467,0.0,0.077,0.0,1.1224,0.0,0.9391,0.0,0.1287,0.0,0.1421,0.0,0.2552,0.0
office_har_data,rolling_variance,Conv1D,noBN,1,0.9169,0.0,0.9262,0.0,0.9179,0.0,0.9165,0.0,0.9246,0.0,0.9169,0.0,0.914,0.0,0.9262,0.0,0.8883,0.0,0.89,0.0,0.068,0.0,0.8995,0.0,0.9802,0.0,0.072,0.0,0.0537,0.0,0.1393,0.0
office_har_data,rolling_variance,MLP,BN,1,0.7003,0.0,0.6441,0.0,0.6543,0.0,0.5923,0.0,0.6395,0.0,0.7003,0.0,0.5696,0.0,0.6441,0.0,0.5915,0.0,0.6113,0.0,0.1656,0.0,1.1074,0.0,0.8549,0.0,0.1459,0.0,0.3921,0.0,0.2756,0.0
office_har_data,rolling_variance,MLP,BN+Whiten,1,0.7305,0.0,0.667,0.0,0.687,0.0,0.622,0.0,0.6664,0.0,0.7305,0.0,0.5996,0.0,0.667,0.0,0.6309,0.0,0.6509,0.0,0.2354,0.0,1.5759,0.0,0.88,0.0,0.1496,0.0,0.3321,0.0,0.2944,0.0
office_har_data,rolling_variance,MLP,CORAL,1,0.7305,0.0,0.6659,0.0,0.6861,0.0,0.6209,0.0,0.6613,0.0,0.7305,0.0,0.5954,0.0,0.6659,0.0,0.6305,0.0,0.6486,0.0,0.1825,0.0,1.1181,0.0,0.8965,0.0,0.1455,0.0,0.2898,0.0,0.2732,0.0
office_har_data,rolling_variance,MLP,FS20perclass,1,0.8942,0.0,0.8992,0.0,0.8954,0.0,0.8946,0.0,0.8995,0.0,0.8942,0.0,0.8938,0.0,0.8992,0.0,0.8573,0.0,0.8581,0.0,0.1106,0.0,1.1727,0.0,0.9002,0.0,0.1378,0.0,0.2515,0.0,0.2808,0.0
office_har_data,rolling_variance,MLP,noBN,1,0.8615,0.0,0.8739,0.0,0.8625,0.0,0.8656,0.0,0.8702,0.0,0.8615,0.0,0.866,0.0,0.8739,0.0,0.8135,0.0,0.8154,0.0,0.0686,0.0,0.7278,0.0,0.8716,0.0,0.1695,0.0,0.3052,0.0,0.3036,0.0
office_har_data,rolling_variance,ResMLP,BN,1,0.6196,0.0,0.5548,0.0,0.5797,0.0,0.5242,0.0,0.5537,0.0,0.6196,0.0,0.5051,0.0,0.5548,0.0,0.4723,0.0,0.4839,0.0,0.2706,0.0,2.012,0.0,0.8903,0.0,0.1561,0.0,0.2703,0.0,0.3056,0.0
office_har_data,rolling_variance,ResMLP,BN+Whiten,1,0.6725,0.0,0.609,0.0,0.6367,0.0,0.5722,0.0,0.6502,0.0,0.6725,0.0,0.5845,0.0,0.609,0.0,0.5512,0.0,0.582,0.0,0.226,0.0,2.1573,0.0,0.8872,0.0,0.1849,0.0,0.2752,0.0,0.3842,0.0
office_har_data,rolling_variance,ResMLP,CORAL,1,0.6171,0.0,0.5584,0.0,0.5721,0.0,0.5174,0.0,0.5332,0.0,0.6171,0.0,0.4821,0.0,0.5584,0.0,0.4721,0.0,0.48,0.0,0.259,0.0,1.8076,0.0,0.8739,0.0,0.1694,0.0,0.2826,0.0,0.2968,0.0
office_har_data,rolling_variance,ResMLP,FS20perclass,1,0.7254,0.0,0.662,0.0,0.683,0.0,0.619,0.0,0.6704,0.0,0.7254,0.0,0.6055,0.0,0.662,0.0,0.6236,0.0,0.6468,0.0,0.2013,0.0,1.3645,0.0,0.9259,0.0,0.1268,0.0,0.1855,0.0,0.2638,0.0
office_har_data,rolling_variance,ResMLP,noBN,1,0.8615,0.0,0.875,0.0,0.8606,0.0,0.862,0.0,0.8705,0.0,0.8615,0.0,0.8604,0.0,0.875,0.0,0.8142,0.0,0.8177,0.0,0.0719,0.0,0.6576,0.0,0.8922,0.0,0.1659,0.0,0.2636,0.0,0.326,0.0
office_localization_data,rolling_variance,CNN_LSTM,BN,1,0.842,0.0,0.7205,0.0,0.7934,0.0,0.6789,0.0,0.7543,0.0,0.842,0.0,0.6455,0.0,0.7205,0.0,0.777,0.0,0.791,0.0,0.1376,0.0,0.7574,0.0,0.9784,0.0,0.0576,0.0,0.0673,0.0,0.1442,0.0
office_localization_data,rolling_variance,CNN_LSTM,BN+Whiten,1,0.8771,0.0,0.8039,0.0,0.8652,0.0,0.8145,0.0,0.8789,0.0,0.8771,0.0,0.8732,0.0,0.8039,0.0,0.8286,0.0,0.833,0.0,0.0833,0.0,0.7934,0.0,0.9604,0.0,0.1054,0.0,0.0841,0.0,0.1957,0.0
office_localization_data,rolling_variance,CNN_LSTM,CORAL,1,0.8414,0.0,0.7262,0.0,0.8003,0.0,0.6962,0.0,0.8191,0.0,0.8414,0.0,0.7774,0.0,0.7262,0.0,0.7765,0.0,0.7893,0.0,0.1348,0.0,0.7277,0.0,0.9762,0.0,0.0727,0.0,0.0647,0.0,0.1527,0.0
office_localization_data,rolling_variance,CNN_LSTM,FS20perclass,1,0.9356,0.0,0.9217,0.0,0.9355,0.0,0.9255,0.0,0.936,0.0,0.9356,0.0,0.93,0.0,0.9217,0.0,0.9115,0.0,0.9117,0.0,0.0491,0.0,0.3647,0.0,0.9848,0.0,0.0583,0.0,0.0406,0.0,0.1239,0.0
office_localization_data,rolling_variance,CNN_LSTM,noBN,1,0.9292,0.0,0.9299,0.0,0.9287,0.0,0.9172,0.0,0.9334,0.0,0.9292,0.0,0.9111,0.0,0.9299,0.0,0.9034,0.0,0.905,0.0,0.0508,0.0,0.3554,0.0,0.98,0.0,0.0735,0.0,0.0515,0.0,0.1501,0.0
office_localization_data,rolling_variance,Conv1D,BN,1,0.8315,0.0,0.7115,0.0,0.788,0.0,0.6743,0.0,0.7577,0.0,0.8315,0.0,0.6485,0.0,0.7115,0.0,0.7624,0.0,0.7783,0.0,0.1446,0.0,0.8119,0.0,0.974,0.0,0.0765,0.0,0.0774,0.0,0.1672,0.0
office_localization_data,rolling_variance,Conv1D,BN+Whiten,1,0.8917,0.0,0.8534,0.0,0.8893,0.0,0.859,0.0,0.8888,0.0,0.8917,0.0,0.8676,0.0,0.8534,0.0,0.8508,0.0,0.8513,0.0,0.0613,0.0,0.5657,0.0,0.9531,0.0,0.1108,0.0,0.1035,0.0,0.2132,0.0
office_localization_data,rolling_variance,Conv1D,CORAL,1,0.8063,0.0,0.6968,0.0,0.7658,0.0,0.6681,0.0,0.7994,0.0,0.8063,0.0,0.7804,0.0,0.6968,0.0,0.7269,0.0,0.738,0.0,0.1486,0.0,0.7178,0.0,0.9546,0.0,0.1069,0.0,0.1346,0.0,0.2543,0.0
office_localization_data,rolling_variance,Conv1D,FS20perclass,1,0.8888,0.0,0.8878,0.0,0.8908,0.0,0.873,0.0,0.8974,0.0,0.8888,0.0,0.8659,0.0,0.8878,0.0,0.8487,0.0,0.85,0.0,0.0833,0.0,0.7524,0.0,0.9722,0.0,0.0867,0.0,0.0695,0.0,0.1794,0.0
office_localization_data,rolling_variance,Conv1D,noBN,1,0.921,0.0,0.9236,0.0,0.9202,0.0,0.9075,0.0,0.9285,0.0,0.921,0.0,0.9024,0.0,0.9236,0.0,0.8924,0.0,0.8953,0.0,0.0571,0.0,0.6753,0.0,0.9771,0.0,0.0699,0.0,0.0621,0.0,0.1457,0.0
office_localization_data,rolling_variance,MLP,BN,1,0.9035,0.0,0.9004,0.0,0.904,0.0,0.8833,0.0,0.9122,0.0,0.9035,0.0,0.8771,0.0,0.9004,0.0,0.8687,0.0,0.8711,0.0,0.0649,0.0,0.5164,0.0,0.9615,0.0,0.0926,0.0,0.0981,0.0,0.1909,0.0
office_localization_data,rolling_variance,MLP,BN+Whiten,1,0.8233,0.0,0.7059,0.0,0.784,0.0,0.6732,0.0,0.7568,0.0,0.8233,0.0,0.6562,0.0,0.7059,0.0,0.7515,0.0,0.7619,0.0,0.1372,0.0,0.5702,0.0,0.9605,0.0,0.093,0.0,0.1046,0.0,0.1887,0.0
office_localization_data,rolling_variance,MLP,CORAL,1,0.7841,0.0,0.6737,0.0,0.7552,0.0,0.6499,0.0,0.7396,0.0,0.7841,0.0,0.6385,0.0,0.6737,0.0,0.6993,0.0,0.7067,0.0,0.0998,0.0,0.4694,0.0,0.8839,0.0,0.1837,0.0,0.2952,0.0,0.3732,0.0
office_localization_data,rolling_variance,MLP,FS20perclass,1,0.8584,0.0,0.8228,0.0,0.861,0.0,0.8246,0.0,0.8668,0.0,0.8584,0.0,0.8292,0.0,0.8228,0.0,0.8057,0.0,0.8069,0.0,0.1065,0.0,0.8919,0.0,0.9649,0.0,0.0937,0.0,0.0817,0.0,0.1811,0.0
office_localization_data,rolling_variance,MLP,noBN,1,0.9356,0.0,0.9381,0.0,0.9348,0.0,0.9294,0.0,0.937,0.0,0.9356,0.0,0.9242,0.0,0.9381,0.0,0.912,0.0,0.913,0.0,0.0363,0.0,0.6017,0.0,0.9695,0.0,0.0731,0.0,0.0892,0.0,0.1585,0.0
office_localization_data,rolling_variance,ResMLP,BN,1,0.8888,0.0,0.8632,0.0,0.8881,0.0,0.8602,0.0,0.8886,0.0,0.8888,0.0,0.8583,0.0,0.8632,0.0,0.8476,0.0,0.8481,0.0,0.0731,0.0,0.5646,0.0,0.9619,0.0,0.0944,0.0,0.0918,0.0,0.188,0.0
office_localization_data,rolling_variance,ResMLP,BN+Whiten,1,0.8408,0.0,0.7318,0.0,0.8101,0.0,0.7133,0.0,0.8094,0.0,0.8408,0.0,0.7468,0.0,0.7318,0.0,0.7766,0.0,0.7862,0.0,0.1007,0.0,0.551,0.0,0.9416,0.0,0.1049,0.0,0.1523,0.0,0.2125,0.0
office_localization_data,rolling_variance,ResMLP,CORAL,1,0.8678,0.0,0.8712,0.0,0.8648,0.0,0.846,0.0,0.8822,0.0,0.8678,0.0,0.845,0.0,0.8712,0.0,0.8207,0.0,0.827,0.0,0.1463,0.0,0.8015,0.0,0.7593,0.0,0.1265,0.0,0.5992,0.0,0.2356,0.0
office_localization_data,rolling_variance,ResMLP,FS20perclass,1,0.8455,0.0,0.8179,0.0,0.8477,0.0,0.8202,0.0,0.8536,0.0,0.8455,0.0,0.8258,0.0,0.8179,0.0,0.7879,0.0,0.7893,0.0,0.1247,0.0,1.0596,0.0,0.9688,0.0,0.0892,0.0,0.0742,0.0,0.1742,0.0
